,Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
738,A 1125 Sq Ft Flat Can Be Found In Dakshin Khan For Sale,3.0,2.0,3,vacant,1125.0,dhaka,"৳4,775,000","Faydabad, Dakshin Khan"
739,A Decent 1125 Sq Ft Flat Which Is Now For Sale In Dakshin Khan,3.0,2.0,3,vacant,1125.0,dhaka,"৳4,775,000","Faydabad, Dakshin Khan"
740,Nice Flat Of 1150 Sq Ft Can Be Found In Dakshin Khan To Sale,3.0,2.0,8,vacant,1150.0,dhaka,"৳4,870,000","Faydabad, Dakshin Khan"
741,This 2 Bedroom Home In Faydabad Is Up For Sale In A Wonderful Neighborhood,2.0,2.0,5,vacant,600.0,dhaka,"৳2,600,000","Faydabad, Dakshin Khan"
742,"Checkout This 2060 Square Feet Flat Available For Sale In Bashundhara R-a, Block J",3.0,3.0,6,vacant,2060.0,dhaka,"৳18,540,000","Block J, Bashundhara R-A"
743,"1425 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block D",3.0,3.0,1,vacant,1425.0,dhaka,"৳19,950,000","Block D, Bashundhara R-A"
744,Appealing Property In Khilkhet – 3 Bedroom Flat For Sale,3.0,3.0,7,vacant,1280.0,dhaka,"৳7,680,000","Amtola, Khilkhet"
745,Discover Your Ideal 2650 Sq Ft Flat For Sale In Bashundhara R-A Today!,4.0,4.0,1,vacant,2650.0,dhaka,"৳21,000,000","Block A, Bashundhara R-A"
746,Settle Down In This 1218 Sq Ft Flat Up For Sale In Malibagh,3.0,3.0,1,vacant,1218.0,dhaka,"৳11,000,000","Malibag College Road, Malibagh"
747,Grab This 1475 Sq Ft Flat For Sale In Malibagh Chowdhury Para,3.0,3.0,5,vacant,1475.0,dhaka,"৳15,000,000","Malibagh Chowdhury Para, Malibagh"
748,"A 1500 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Nayatola, Maghbazar",3.0,3.0,5,vacant,1500.0,dhaka,"৳7,300,000","Nayatola, Maghbazar"
749,"Grab This 1275 Sq Ft Flat Up For Sale In Banasree, Block B",3.0,3.0,6,vacant,1275.0,dhaka,"৳10,600,000","Block B, Banasree"
750,A Vacant Flat Of 800 Sq Ft Located In Paikpara Close To Delta Hospital Is Up For Sale.,2.0,2.0,6,vacant,800.0,dhaka,"৳4,000,000","Ahmed Nagar, Mirpur"
751,We Are Offering You This 785 Sq Ft Ready Flat For Sale In Uttara-4,2.0,2.0,5,vacant,785.0,dhaka,"৳8,250,000","Sector 4, Uttara"
752,"1800 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3.0,3.0,8,vacant,1800.0,dhaka,"৳16,000,000","Block J, Bashundhara R-A"
753,Reasonable 1700 SQ FT flat is available for sale in Mohammadpur,3.0,3.0,5,vacant,1700.0,dhaka,"৳18,500,000","Ring Road, Mohammadpur"
754,Let Us Help You To Buy This 1125 Sq Ft Apartment Which Is Now Available In Mirpur DOHS,3.0,3.0,3,vacant,1125.0,dhaka,"৳9,500,000","Mirpur DOHS, Mirpur"
755,Uncover Your Place In A 1200 Sq Ft Structurally Well Built House For Sale In Mirpur DOHS,3.0,2.0,6,vacant,1200.0,dhaka,"৳11,500,000","Mirpur DOHS, Mirpur"
756,Uncover Your Place in a 1000 Sq Ft Structurally Well Built House for Sale in Shantinagar,2.0,2.0,1,vacant,1000.0,dhaka,"৳7,500,000","Shantinagar Bazar Rd, Shantinagar"
757,"In The Suitable Location of Shantinagar, an Eye-catching Flat of 1150 Sq Ft Is Up For Sale",3.0,2.0,1,vacant,1150.0,dhaka,"৳9,000,000","Shantinagar Bazar Rd, Shantinagar"
758,"Buy This Amazing 2200 Sq Ft Apartment In Mirpur Dohs, Avenue 2",3.0,4.0,7,vacant,2200.0,dhaka,"৳22,000,000","Mirpur DOHS, Mirpur"
759,Modern Home For Residents | 850 Sq Ft Flat In Nayatola-Shashab Bari Road Is Up For Sale,2.0,3.0,6,vacant,850.0,dhaka,"৳6,500,000","Nayatola, Maghbazar"
760,"1500 Sq Ft Amazing Flat For Sale In West Rampura, Mohanagar Housing",3.0,3.0,7,vacant,1500.0,dhaka,"৳12,000,000","West Rampura, Rampura"
762,"Feel Satisfied Living In This 1227 Sq Ft Flat In Bashabo, Madartek",3.0,3.0,4,vacant,1227.0,dhaka,"৳5,800,000","Madartek, Bashabo"
763,"Convenient Apartment Is Up For Sale In Shyamoli, Near Shyamoli Club Playground",3.0,3.0,9,vacant,1625.0,dhaka,"৳11,000,000","Ring Road, Shyamoli"
764,"In An Urban Location And Reasonable Price, This Flat Is For Sale In Nobodoy Housing Society.",2.0,2.0,2,vacant,900.0,dhaka,"৳6,500,000","Nobodoy Housing Society, Mohammadpur"
765,"Buy This 1465 Sq Ft Residential Flat In Mirpur, Pallabi",3.0,3.0,5,vacant,1465.0,dhaka,"৳8,600,000","Pallabi, Mirpur"
766,A Very Well-fitted Home Is Here Sited At Uttara Near Uttara 15 Number Sector Central Jame Mosjid Featuring 1600 Sq Ft Space For Sale.,3.0,3.0,2,vacant,1600.0,dhaka,"৳12,000,000","Sector 15, Uttara"
767,A 1180 Square Ft Residential Apartment For Sale At Borobag -Mirpur 2.,3.0,3.0,4,vacant,1180.0,dhaka,"৳6,490,000","Section 2, Mirpur"
768,"1215 Square Feet Apartment Is Ready For Sale At Ranavola, Turag",3.0,3.0,6,vacant,1215.0,dhaka,"৳7,500,000","Ranavola, Turag"
769,"A Strongly Structured Apartment Of 1410 Sq Ft Is Available For Sale In Block C, Bashundhara R-a",3.0,3.0,1,vacant,1410.0,dhaka,"৳13,395,000","Block C, Bashundhara R-A"
770,Reside Conveniently In This Well Constructed 922 Sq Ft Flat For Sale In North Azampur,2.0,2.0,9,vacant,922.0,dhaka,"৳5,000,000","North Azampur, Dakshin Khan"
771,An Affordable Lovely Home Including 3 Bedroom Is Now Up For Sale In Hatirpool,3.0,4.0,3,vacant,1350.0,dhaka,"৳12,150,000","Elephant Road, Hatirpool"
772,"We Have This 820 Sq Ft Apartment Ready For Sale At Mirpur, Near Life Aid Specialized Hospital Pvt. Ltd.",3.0,2.0,1,vacant,820.0,dhaka,"৳3,700,000","East Monipur, Mirpur"
773,1470 Sq Ft Flat Is For Sale In Mansurabad Housing Society Nearby Baitur Rahman Jame Mosque,3.0,3.0,2,vacant,1470.0,dhaka,"৳7,000,000","Mansurabad Housing Society, Adabor"
774,We are offering you a very spacious 1090 SQ FT flat for Sale in Mirpur near to Holy Crescent School,3.0,2.0,1,vacant,1090.0,dhaka,"৳5,500,000","West Shewrapara, Mirpur"
775,"Live Permanently In A 1550 Sq Ft Property, Which Is Up For Sale Located At Uttar Badda",3.0,3.0,2,vacant,1550.0,dhaka,"৳14,500,000","Uttar Badda, Badda"
777,Reasonable 1654 Sq Ft Apartment For Sale In Uttara 18,3.0,4.0,5,vacant,1654.0,dhaka,"৳12,500,000","Sector 18, Uttara"
778,"Apartment For Sale In Mirpur-10, Senpara Parbata",3.0,2.0,1,vacant,1140.0,dhaka,"৳6,100,000","Section 10, Mirpur"
779,"An Apartment Is Ready For Sale At North Ibrahimpur , Near Ibrahimpur Primary School",3.0,3.0,9,vacant,1500.0,dhaka,"৳10,800,000","North Ibrahimpur, Ibrahimpur"
780,"In Bashundhara R-a, With A convenient Price, A 2350 Sq Ft Flat Is Up For Sale",4.0,4.0,5,vacant,2350.0,dhaka,"৳29,000,000","Block K, Bashundhara R-A"
781,Look At This 1950 Square Feet Residential Apartment For Sale At Ibrahimpur Very Next To Ibrahimpur Primary School,3.0,3.0,1,vacant,1950.0,dhaka,"৳10,725,000","Primary school Road, Ibrahimpur"
782,We Bring You A Nice Residence Of 1200 Sq Ft For Sale In Mirpur -12,3.0,3.0,5,vacant,1200.0,dhaka,"৳6,600,000","Section 12, Mirpur"
784,"Now you can afford to dwell well, check this 1185 SQ FT home which is for sale in Pirerbag",3.0,2.0,2,vacant,1185.0,dhaka,"৳7,700,000","Pirerbag, Mirpur"
785,"Built With Modern Amenities, Check This Flat For Sale Which Is 1250 Sq Ft In Shah Ali Bag",3.0,3.0,8,vacant,1250.0,dhaka,"৳7,000,000","Section 1, Mirpur"
786,"Looking For A Tasteful Home To Buy In Vashantek, Check This One",3.0,2.0,3,vacant,950.0,dhaka,"৳4,400,000","Vashantek, Cantonment"
787,A 1400 Sq Ft Flat Is Up For Sale In A Well Secured Location Of South Pirerbag,3.0,3.0,13,vacant,1400.0,dhaka,"৳8,200,000","Pirerbag, Mirpur"
788,Attention ! A 2009 Sq.ft Uttara - Sector 3 Apartment Is Up For Sale,3.0,4.0,7,vacant,2009.0,dhaka,"৳19,900,000","Sector 3, Uttara"
789,This 1575 Square Feet Amazing And Modern Apartment At Maghbazar Is For Sale,3.0,4.0,5,vacant,1575.0,dhaka,"৳16,000,000","Doctor Goli, Maghbazar"
790,1400 Sq Ft Apartment Is Ready For Sale In Mirpur,3.0,3.0,9,vacant,1400.0,dhaka,"৳8,140,000","Section 12, Mirpur"
791,Select Your Next Residing Place At This Nice Flat Of 975 Sq Ft In Borobag Mirpur,3.0,2.0,5,vacant,975.0,dhaka,"৳5,000,000","Section 2, Mirpur"
792,"Buy This Beautiful 1350 Sq Ft Ready Flat In Dakshin Khan, Sobur Khan Road",3.0,3.0,9,vacant,1350.0,dhaka,"৳6,500,000","Sobur khan Road, Dakshin Khan"
793,"At Ibrahimpur , This 1115 Square Ft. Nice Flat Is Up For Sale Within Your Affordability.",3.0,2.0,4,vacant,1115.0,dhaka,"৳5,800,000","Kamal Khan Road, Ibrahimpur"
795,1000 Sq Ft Flat With 2 Bedrooms Is Up For Sale In Dakshin Khan,2.0,2.0,4,vacant,1000.0,dhaka,"৳6,000,000","East Azampur, Dakshin Khan"
796,"At North Pirerbag , A 1250 Sq Ft Well Fitted Residential Property Is For Sale Close To Digun Public School .",3.0,3.0,9,vacant,1250.0,dhaka,"৳6,500,000","Pirerbag, Mirpur"
798,Offering You A Nice Flat For Sale In Middle Badda Near Badda High School,3.0,3.0,8,vacant,1650.0,dhaka,"৳16,000,000","Middle Badda, Badda"
799,Plan to move in this 1654 SQ FT flat which is up for sale in Uttara 18,3.0,4.0,8,vacant,1654.0,dhaka,"৳9,500,000","Sector 18, Uttara"
800,"2200 Square Feet Flat Is Ready For Sale In Baridhara, Block J",4.0,4.0,8,vacant,2200.0,dhaka,"৳22,000,000","Block J, Baridhara"
801,"A Satisfactory 1245 Square Feet Flat Is Ready For Sale In Tejgaon, West Nakhalpara",3.0,3.0,9,vacant,1245.0,dhaka,"৳9,000,000","West Nakhalpara, Tejgaon"
802,In Middle Paikpara A Standard Flat Is For Sale Which Is 915 Sq. Ft,3.0,2.0,4,vacant,915.0,dhaka,"৳4,000,000","Middle Paikpara, Mirpur"
803,A Well-constructed 250 Sq Ft Flat Is For Sale In Bashundhara R-a,1.0,1.0,3,vacant,250.0,dhaka,"৳3,400,000","Block C, Bashundhara R-A"
804,"1000 Sq Ft Flat Of Great Quality Is For Sale In Middle Paikpara, Mirpur",3.0,2.0,8,vacant,1000.0,dhaka,"৳5,500,000","Middle Paikpara, Mirpur"
805,Settle Down In This 2150 Square Feet Flat Available For Sale In Bashundhara,4.0,4.0,7,vacant,2150.0,dhaka,"৳18,875,000","Block J, Bashundhara R-A"
806,"Verify This 2150 Square Feet Flat Available For Sale In Bashundhara R-a, Block J",4.0,4.0,8,vacant,2150.0,dhaka,"৳18,575,000","Block J, Bashundhara R-A"
807,"An Apartment Is Ready For Sale At Pallabi , Near Baitur Rahmat Jame Masjid.",2.0,2.0,2,vacant,1200.0,dhaka,"৳7,000,000","Pallabi, Mirpur"
808,"Reasonably Priced A Residential Flat Of 1206 Sq Ft Is Ready For Track Down In Iqbal Road, Mohammadpur .",3.0,3.0,4,vacant,1206.0,dhaka,"৳14,000,000","Iqbal Road, Mohammadpur"
809,To Get A Trouble Free Life You Can Take Buy This 650 Sq Ft House In Mirpur 12,2.0,2.0,1,vacant,650.0,dhaka,"৳3,200,000","Section 12, Mirpur"
810,1050 SQ FT flat is now Vacant for sale in West Monipur,3.0,2.0,5,vacant,1050.0,dhaka,"৳4,725,000","West Monipur, Mirpur"
811,Fill Up Your Days With Enjoyment By Buying This Peaceful Flat Of 950 Sq Ft In Mirpur,2.0,2.0,1,vacant,950.0,dhaka,"৳4,275,000","East Shewrapara, Mirpur"
812,"Get A Look At This Lovely Flat For Sale Featuring 1600 Sq Ft In Block A, Chandrima Model Town",4.0,4.0,12,vacant,1600.0,dhaka,"৳7,500,000","Chandrima Model Town, Mohammadpur"
813,"1873 Square Feet Flat Is For Sale In Mohammadpur, Mirpur Road",3.0,3.0,2,vacant,1873.0,dhaka,"৳25,500,000","Mirpur Road, Mohammadpur"
814,1515 Square Feet Flat Is For Sale In Dhanmondi,3.0,3.0,3,vacant,1515.0,dhaka,"৳19,900,000","Road No 11A, Dhanmondi"
815,650 Sq Ft Apartment For Sale,2.0,2.0,4,vacant,650.0,dhaka,"৳3,500,000","Section 6, Mirpur"
816,This 1015 Sq.ft Home In Rajanigandha Residential Area Is Up For Sale In A Wonderful Neighborhood,2.0,2.0,5,vacant,1015.0,dhaka,"৳6,000,000","Section 15, Mirpur"
817,Grab This 1125 Sq Ft Flat Up For Sale In Dakshin Khan,3.0,2.0,7,vacant,1125.0,dhaka,"৳4,775,000","Faydabad, Dakshin Khan"
818,Have A Look At This 1900 Sq Ft Property Which Is Up For Sale Located At Bashundhara R-a,4.0,4.0,9,vacant,1900.0,dhaka,"৳19,000,000","Block D, Bashundhara R-A"
819,A Well-featured 1095 Sq Ft Residence Is Ready For Sale At Ashkona,3.0,2.0,6,vacant,1095.0,dhaka,"৳7,500,000","Ashkona, Dakshin Khan"
820,A Dazzling 1000 Sq Ft Residential Property Is Up For Sale Located At Ashkona,3.0,2.0,6,vacant,1000.0,dhaka,"৳7,000,000","Ashkona, Dakshin Khan"
821,"Situated In Dakshin Khan, 800 Sq Ft An Apartment Is Up For Sale Close To Haji Billet Ali School",2.0,2.0,5,vacant,800.0,dhaka,"৳4,000,000","Chalabon, Dakshin Khan"
822,"1616 Sq Ft Flat For Sale In Ecb Main Road, Manikdi",3.0,3.0,8,vacant,1616.0,dhaka,"৳7,272,000","Manikdi, Cantonment"
823,A Nicely Build 1140 Sq Ft Three Bed Apartment Is Available For Sale In Senpara Mirpur.,3.0,2.0,8,vacant,1140.0,dhaka,"৳6,200,000","Section 10, Mirpur"
824,A Beautiful Apartment For Sale Is All Set For You In Mirpur Nearby Senpara Jame Masjid.,3.0,3.0,6,vacant,1465.0,dhaka,"৳8,800,000","Section 10, Mirpur"
825,"Nice Flat Can Be Found In Mirpur For Sale , Near Mirpur Adarsha Biddyaniketon School",2.0,2.0,4,vacant,650.0,dhaka,"৳2,400,000","Section 6, Mirpur"
827,Visit This Flat For Sale In Mirpur Nearby Shaheed Abu Taleb High School,2.0,2.0,5,vacant,750.0,dhaka,"৳4,200,000","Section 10, Mirpur"
828,Visit This Apartment For Sale In Faydabad Near Hazrat Belal (Rah) Jame Masjid.,4.0,3.0,7,vacant,1160.0,dhaka,"৳4,408,000","Faydabad, Dakshin Khan"
830,"Let Us Assist You To Buy This 900 Sq.Ft Flat At Sugandha Housing, Hemayetpur Summiting The Vision About Your Future Home.",3.0,2.0,9,vacant,900.0,dhaka,"৳2,900,000","Hemayetpur, Savar"
831,"1050 Sq Ft Flat For Sale In Radio Colony, Savar",2.0,2.0,6,vacant,1050.0,dhaka,"৳3,360,000","Radio Colony, Savar"
832,Find 1250 SQ FT flat available for sale in Bashundhara R-A,3.0,3.0,2,vacant,1250.0,dhaka,"৳11,500,000","Block C, Bashundhara R-A"
833,"Offering You An Excellent 1675 Sq Ft Flat For Sale In Shah Ali Bag, Mirpur",3.0,3.0,9,vacant,1675.0,dhaka,"৳9,712,500","Section 1, Mirpur"
834,"Worthy 1300 Sq Ft Residential Apartment Is For Sale At Ahmed Nagar, Mirpur",3.0,3.0,1,vacant,1300.0,dhaka,"৳7,500,000","Ahmed Nagar, Mirpur"
835,There Is 3 Bedroom Apartment Up For Sale In The Location Of Dhanmondi Near Sunnydale.,3.0,4.0,1,vacant,2787.0,dhaka,"৳29,000,000","Road No 12A, Dhanmondi"
836,5040 Sq. Ft Apartment Which Is Up For Sale At Bashundhara R-a Near To Ebenzer International School.,4.0,4.0,9,vacant,5040.0,dhaka,"৳54,000,000","Block C, Bashundhara R-A"
837,"An Apartment Is Ready For Sale At Uttara -9, Near Uttara Ideal College",3.0,2.0,5,vacant,986.0,dhaka,"৳6,200,000","Sector 9, Uttara"
838,Visit This Apartment For Sale In Dakshin Khan Near Nogoriabari Mohammadia Jame Masjid,2.0,2.0,5,vacant,920.0,dhaka,"৳3,300,000","South Chalabon, Dakshin Khan"
839,Flat For Sale In Agargaon Close To Agargaon Jame Masjid,3.0,3.0,1,vacant,1275.0,dhaka,"৳8,500,000","West Agargaon, Agargaon"
840,This Flat Of 1350 Sq Ft For Sale Is Ready To Arrange Desirable Dwelling Facilities For You In Mohammadpur,3.0,3.0,6,vacant,1350.0,dhaka,"৳8,800,000","Shekhertek, Mohammadpur"
841,1000 Square Feet Apartment For Sale Is Ready To Offer You A Suitable Home Experience In Mirpur,2.0,2.0,1,vacant,1000.0,dhaka,"৳3,500,000","East Shewrapara, Mirpur"
842,Buy This 1770 Sq Ft Flat In Mirpur-12,3.0,3.0,9,vacant,1770.0,dhaka,"৳9,000,000","Section 12, Mirpur"
843,"Be Satisfied In This 1180 Sq Ft Amazing Flat For Sale In Mirpur, Kallyanpur",3.0,3.0,6,vacant,1180.0,dhaka,"৳5,500,000","Kallyanpur, Mirpur"
844,Buy This Flat At Rupnagar R/A For The Ideal Urban Lifestyle You Dream About.,4.0,4.0,3,vacant,1250.0,dhaka,"৳6,800,000","Rupnagar R/A, Mirpur"
845,"This 850 Sq Ft Flat For Sale In Mirpur, East Monipur",2.0,2.0,3,vacant,850.0,dhaka,"৳5,100,000","East Monipur, Mirpur"
846,This 1220 Sq.ft Flat Which Is In Kallyanpur Near IBN SINA Medical College Hospital For Sale Will Ensure Your Higher Quality Of Living,3.0,3.0,8,vacant,1220.0,dhaka,"৳7,000,000","Kallyanpur, Mirpur"
847,Get This Well Defined 850 Sq Ft Flat For Sale In Rupnagar R/a,2.0,2.0,5,vacant,850.0,dhaka,"৳5,300,000","Rupnagar R/A, Mirpur"
848,2000 Sq Ft Flat With 4 Bedrooms For Sale In Uttara-14,4.0,4.0,4,vacant,2000.0,dhaka,"৳19,000,000","Sector 14, Uttara"
849,"A Nice 600 Square Feet Apartment Is Up For Sale At Block C, Mirpur-11",2.0,2.0,3,vacant,600.0,dhaka,"৳2,300,000","Section 11, Mirpur"
850,"Plan To Move In This 1350 Sq Ft Flat Which Is For Sale In Block K, Bashundhara R/A",3.0,3.0,1,vacant,1350.0,dhaka,"৳12,000,000","Block K, Bashundhara R-A"
851,Make Your Permanent Residence In This 680 Square Feet Flat Up For Sale In Gandaria,2.0,2.0,4,vacant,680.0,dhaka,"৳4,000,000","Gandaria, Sutrapur"
852,Ready To Move |2004 Sq Ft Apartment | Well Maintained In Uttara,3.0,4.0,2,vacant,2004.0,dhaka,"৳17,500,000","Sector 4, Uttara"
853,Superb 1330 Sq Ft Flat Is Available To Sale In Banani,2.0,2.0,1,vacant,1330.0,dhaka,"৳19,000,000","Road No 18, Banani"
854,"Get This Well Defined 1913 Sq Ft Flat For Sale In Uttara, Sector 4",3.0,4.0,3,vacant,1913.0,dhaka,"৳19,700,000","Sector 4, Uttara"
855,Grab This 1420 Square Feet Flat For Sale In Mirpur-6,3.0,3.0,4,vacant,1420.0,dhaka,"৳11,500,000","Section 6, Mirpur"
856,1274 Sq Ft 3 Bed Apt. Is Available For Sale In Banasree,3.0,3.0,6,vacant,1274.0,dhaka,"৳10,500,000","Block G, Banasree"
859,"Take A Look At This 1890 Sq Ft Well Defined Flat Which Is Up For Sale In West Kazipara, Mirpur",3.0,3.0,4,vacant,1890.0,dhaka,"৳20,000,000","West Kazipara, Mirpur"
860,1500 Sq Ft Ready Flat For Sale In Uttara-13,3.0,4.0,5,vacant,1500.0,dhaka,"৳13,500,000","Sector 13, Uttara"
861,2142 Sq Ft Properly Constructed Apartment For Sale In Bashundhara R-a,3.0,3.0,5,vacant,2142.0,dhaka,"৳20,500,000","Block K, Bashundhara R-A"
862,2200 Sq Ft Flat Is Up For Sale In Mirpur DOHS Nearby Mirpur Dohs Central Mosque,3.0,3.0,4,vacant,2200.0,dhaka,"৳21,000,000","Mirpur DOHS, Mirpur"
863,Well Planned 1500 Sq Ft Flat For Sale In Middle Badda,3.0,3.0,2,vacant,1500.0,dhaka,"৳12,000,000","Middle Badda, Badda"
864,"1250 Sq Ft Residential Flat For Sale In Mirpur, West Monipur",3.0,3.0,6,vacant,1250.0,dhaka,"৳8,000,000","West Monipur, Mirpur"
865,"1250 Sq Ft Residential Flat For Sale In West Monipur, Mirpur",3.0,3.0,5,vacant,1250.0,dhaka,"৳8,000,000","West Monipur, Mirpur"
866,Well Planned 1150 Sq Ft Residential Flat For Sale In Mirpur,3.0,3.0,8,vacant,1150.0,dhaka,"৳8,200,000","West Monipur, Mirpur"
867,1680 Sq Ft Flat For Sale In Uttar Badda,3.0,4.0,2,vacant,1680.0,dhaka,"৳11,000,000","Uttar Badda, Badda"
868,1400 Sq Ft Residential Apartment For Sale In Mirpur,3.0,3.0,2,vacant,1400.0,dhaka,"৳8,400,000","Ahmed Nagar, Mirpur"
869,Covering 1204 Sq Ft Space A Nice Flat Is Ready To Sale In Mirpur,3.0,3.0,6,vacant,1204.0,dhaka,"৳7,500,000","Ahmed Nagar, Mirpur"
870,1350 Sq Ft Residential Flat For Sale In Mirpur,3.0,3.0,5,vacant,1350.0,dhaka,"৳9,500,000","Pallabi, Mirpur"
871,"2400 Sq Ft Spacious Flat For Sale In Banasree, Block F",4.0,4.0,5,vacant,2400.0,dhaka,"৳20,800,000","Block F, Banasree"
872,"At Pallabi, A Suitable Flat Is Up For Sale Which Is 1050 Sq Ft",2.0,2.0,4,vacant,1050.0,dhaka,"৳6,300,000","Pallabi, Mirpur"
873,Modest 1100 Sq Ft Flat For Sale In Banasree,3.0,2.0,3,vacant,1100.0,dhaka,"৳8,500,000","Block E, Banasree"
874,"Here Is A Well Defined Flat Of 1700 Sq Ft Waiting For Sale At Section 7, Mirpur",3.0,3.0,3,vacant,1700.0,dhaka,"৳13,600,000","Section 7, Mirpur"
875,"Well Organized Flat Of 1700 Sq Ft Is Now Vacant For Sale In Section 7, Mirpur",3.0,3.0,3,vacant,1700.0,dhaka,"৳13,600,000","Section 7, Mirpur"
876,We Are Offering You A 3660 Sq Ft Flat For Sale In Gulshan 2,4.0,4.0,1,vacant,3660.0,dhaka,"৳109,800,000","Gulshan 2, Gulshan"
877,1200 Sq Ft Apartment Is Ready For Sale In Mohammadpur,3.0,3.0,1,vacant,1200.0,dhaka,"৳6,700,000","Shekhertek, Mohammadpur"
878,"Start A New Home, In This, 1370 Sq Ft Flat For Sale In Green Road",3.0,4.0,4,vacant,1370.0,dhaka,"৳9,500,000","Green Road, Kalabagan"
879,Visit This Apartment For Sale In West Nakhalpara Near Nakhalpara Chhapra Mosjid.,3.0,2.0,1,vacant,1150.0,dhaka,"৳6,500,000","West Nakhalpara, Tejgaon"
880,840 SQ FT flat is now Vacant for sale in Kafrul,2.0,2.0,8,vacant,840.0,dhaka,"৳5,000,000","North Kafrul Rd, Kafrul"
882,"Ensure This 1450 Sq Ft Apartment To Reside In, By Buying It In Ibrahimpur",3.0,3.0,6,vacant,1450.0,dhaka,"৳9,500,000","Monipuri School Road, Ibrahimpur"
884,"1050 Sq Ft Apartment With 2 Balconies For Sale In Mirpur, Ahmed Nagar",3.0,2.0,1,vacant,1050.0,dhaka,"৳5,500,000","Ahmed Nagar, Mirpur"
885,Nice 1050 SQ FT flat is available for sale in Taltola,2.0,2.0,3,vacant,1050.0,dhaka,"৳5,000,000","Taltola, Agargaon"
886,A Nice Apartment For Sale In Mirpur Near Brac Bank,2.0,2.0,5,vacant,650.0,dhaka,"৳3,200,000","Section 6, Mirpur"
887,An Easy Accessible 1618 Sq Ft Ready Apartment Suitable For Family Close To Polwel Carnation At Uttara Is Up For Sale.,3.0,3.0,3,vacant,1618.0,dhaka,"৳12,500,000","Sector 9, Uttara"
889,2280 Square Feet Flat With Various Features Is Available For Sale In Bashundhara R/a,4.0,4.0,2,vacant,2280.0,dhaka,"৳25,000,000","Block D, Bashundhara R-A"
890,"Picture Yourself, Residing In This Well-constructed And Planned 1450 Sq Ft Apartment In Bashundhara R-a Which Is Now For Sale",3.0,3.0,6,vacant,1450.0,dhaka,"৳12,000,000","Block E, Bashundhara R-A"
891,"Buy This Great 1290 Sq Ft Residential Flat In Mirpur-1, North Bishil",3.0,3.0,2,vacant,1290.0,dhaka,"৳6,500,000","Section 1, Mirpur"
892,"1300 Sq Ft Apartment With 3 Bedrooms For Sale In Hazaribag, Jigatola",3.0,3.0,1,vacant,1300.0,dhaka,"৳6,000,000","Jigatola, Hazaribag"
893,Buy This 772 Sq Ft Apartment In Mirpur-10,2.0,2.0,8,vacant,772.0,dhaka,"৳4,300,000","Section 10, Mirpur"
895,Offering You 1495 Sq Ft Flat For Sale In Ranavola,3.0,3.0,7,vacant,1495.0,dhaka,"৳7,000,000","Ranavola, Turag"
896,"650 Sq. Ft. Flat Is Now Up For Sale Located In Mirpur, Block C",2.0,2.0,1,vacant,650.0,dhaka,"৳3,500,000","Section 12, Mirpur"
897,Plan To Move In This 650 Sq Ft Flat Which Is Up For Sale In Mirpur 12,2.0,2.0,4,vacant,650.0,dhaka,"৳3,200,000","Section 12, Mirpur"
898,Find 1200 Sq Ft Flat Available For Sale In Paikpara,3.0,3.0,6,vacant,1200.0,dhaka,"৳5,500,000","Ahmed Nagar, Mirpur"
899,"Choose Your Destination, 1200 Sq Ft Flat Which Is Available For Sale In Ahmed Nagar",3.0,3.0,5,vacant,1200.0,dhaka,"৳5,500,000","Ahmed Nagar, Mirpur"
900,Offering You 1200 Sq Ft Flat For Sale In Paikpara,3.0,3.0,1,vacant,1200.0,dhaka,"৳5,500,000","Ahmed Nagar, Mirpur"
901,"This Comfy Flat Is Vacant Right Now For Sale In East Kazipara, Which Is 1120 Sq Ft",3.0,2.0,9,vacant,1120.0,dhaka,"৳5,500,000","East Kazipara, Mirpur"
902,800 Sq Ft Flat Is Now For Sale In West Ahmed Nagar,2.0,2.0,3,vacant,800.0,dhaka,"৳4,000,000","Ahmed Nagar, Mirpur"
903,New with a view – 1000 SQ FT Flat for Sale in West Shewrapara,3.0,2.0,1,vacant,1000.0,dhaka,"৳6,000,000","West Shewrapara, Mirpur"
904,Deal With This 1030 Sq Ft Apartment For Sale In Mirpur-7,3.0,2.0,6,vacant,1030.0,dhaka,"৳6,000,000","Section 7, Mirpur"
905,At Mirpur Flat For Sale Close To Prince Bazar,3.0,3.0,9,vacant,1250.0,dhaka,"৳6,700,000","Section 1, Mirpur"
906,"1105 Square Feet Flat Is Waiting For Sale At Begum Rokeya Sharani, East Kazipara",3.0,3.0,7,vacant,1105.0,dhaka,"৳7,500,000","East Kazipara, Mirpur"
907,A 2374 Square Feet Residential Apartment For Sale At Bashundhara R-A Close To Sunflower School And College.,3.0,3.0,2,vacant,2374.0,dhaka,"৳26,500,000","Block A, Bashundhara R-A"
908,"Live Pleasantly In This 970 Sq Ft Apartment For Sale In East Kazipara, Mirpur",2.0,2.0,1,vacant,970.0,dhaka,"৳4,000,000","East Kazipara, Mirpur"
909,Buy This 1239 Sq Ft Flat With 3 Bedrooms For Sale In Uttara-12,3.0,3.0,6,vacant,1239.0,dhaka,"৳11,000,000","Sector 12, Uttara"
