,Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
1982,Acquire This Flat For Your Next Residence In A Nice Location Of Bagmoniram Is Up For Sale.,3.0,3.0,5,vacant,1700.0,chattogram,"৳10,500,000","Chatteshwari Road, 15 No. Bagmoniram Ward"
1983,Offering You A Nice Flat For Sale In Chatteshwari Road Near Chatteshwari Road,3.0,3.0,3,vacant,1430.0,chattogram,"৳8,500,000","Chatteshwari Road, 15 No. Bagmoniram Ward"
1984,Close To Railway Workshop Gate Jame Mosque This 900 Sq.Ft Residential Apartment For Sale,2.0,2.0,1,vacant,900.0,chattogram,"৳4,500,000","Ambagan Road, Railway Colony"
1985,A well-constructed 1325 SQ FT flat is for sale in Bakalia,3.0,3.0,4,vacant,1325.0,chattogram,"৳5,300,000","18 No. East Bakalia Ward, Bakalia"
1986,"1646 Sq Ft Lovely Apartment For Sale At Khushi, Yakub Future Park Housing",3.0,4.0,7,vacant,1646.0,chattogram,"৳11,028,200","Yakub Future Park Housing, Khulshi"
1988,Visit This Apartment For Sale Covering An Area Of 1588 Sq Ft In Double Mooring Near Boro Pukur Par Masjid,3.0,3.0,3,vacant,1588.0,chattogram,"৳9,800,000","25 No. Rampur Ward, Double Mooring"
1989,"Pursue This 1175 Sq Ft Flat Up For Sale In West Khulshi R/a, Badc Road",3.0,3.0,7,vacant,1175.0,chattogram,"৳5,875,000","West Khulshi R/A, 9 No. North Pahartali Ward"
1990,Seize This 1545 Sq Ft Flat For Sale In West Khulshi R/a,3.0,3.0,7,vacant,1545.0,chattogram,"৳7,725,000","West Khulshi R/A, 9 No. North Pahartali Ward"
1991,"1336 Sq Ft Prefect Flat For Sale In 9 No. North Pahartali Ward, West Khulshi R/a",3.0,3.0,7,vacant,1336.0,chattogram,"৳6,680,000","West Khulshi R/A, 9 No. North Pahartali Ward"
1992,Let Us Introduce You To This 1699 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,3.0,3.0,6,vacant,1699.0,chattogram,"৳8,495,000","West Khulshi R/A, 9 No. North Pahartali Ward"
1993,Upgrade Your Home Experience By Buying This 1739 Sq Ft Flat In 9 No. North Pahartali Ward,3.0,3.0,6,vacant,1739.0,chattogram,"৳8,695,000","West Khulshi R/A, 9 No. North Pahartali Ward"
1994,"Buy This 1440 Sq Ft Flat In The Area Of Bayazid, Hill View R/a, Block A",3.0,3.0,3,vacant,1440.0,chattogram,"৳6,000,000","Hill View R/A, Bayazid"
1995,"1440 Sq Ft Flat With 3 Bedrooms For Sale At Bayazid, Hill View R/a, Block A",3.0,3.0,3,vacant,1440.0,chattogram,"৳6,192,000","Hill View R/A, Bayazid"
1996,"1440 Sq Ft Flat Is Set For Sale At Bayazid, Hill View R/a",3.0,3.0,4,vacant,1440.0,chattogram,"৳6,000,000","Hill View R/A, Bayazid"
1997,"Buy This 1440 Sq Ft Flat In Bayazid, Hill View R/a",3.0,3.0,2,vacant,1440.0,chattogram,"৳6,192,000","Hill View R/A, Bayazid"
1998,"We Are Offering You This 1440 Sq Ft Flat Up For Sale In Bayazid, Hill View R/a, Block A",3.0,3.0,2,vacant,1440.0,chattogram,"৳6,192,000","Hill View R/A, Bayazid"
2002,"Buy This 2200 Sq Ft Apartment In Khulshi, Zakir Hossain Road",3.0,4.0,1,vacant,2200.0,chattogram,"৳13,000,000","Zakir Hossain Road, Khulshi"
2003,"Buy This 2000 Sq Ft Apartment In Khulshi, Zakir Hossain Road",3.0,4.0,6,vacant,2000.0,chattogram,"৳13,000,000","Zakir Hossain Road, Khulshi"
2004,"An apartment is ready for sale at Enayet Bazaar Ward, near United Commercial Bank Limited",3.0,2.0,3,vacant,1290.0,chattogram,"৳8,000,000","Goaltuli Lane, 22 No. Enayet Bazaar Ward"
2005,A Unique Apartment In Colonel Hat Near Colonel Hat City Corporation Is Up For Sale,3.0,3.0,2,vacant,1397.0,chattogram,"৳5,838,000","Colonel Hat, 10 No. North Kattali Ward"
2006,"Buy This Decent 1630 Sq Ft Ready Flat In Bayazid, Polytechnic",3.0,4.0,6,vacant,1630.0,chattogram,"৳8,500,000","Polytechnic, Bayazid"
2007,"At Bayazid, Green Valley 1370 Sq Ft Apartment For Sale",3.0,3.0,1,vacant,1370.0,chattogram,"৳6,500,000","Green Valley, Bayazid"
2013,Very Well Designed 1314 Sq Ft Residential Flat Is There For Sale At Nasirabad,3.0,3.0,2,vacant,1314.0,chattogram,"৳7,570,000","Nasirabad, Bayazid"
2014,Offering you a 1650 SQ FT flat for sale in Khulshi,3.0,3.0,9,vacant,1650.0,chattogram,"৳9,675,000","Yakub Future Park Housing, Khulshi"
2015,"1500 Sq Ft Flat For Sale In Panchlaish, Katalgonj",3.0,3.0,4,vacant,1500.0,chattogram,"৳11,000,000","Katalgonj, Panchlaish"
2016,"Grab This 2200 Sq Ft Apartment With 3 Beds Up For Sale At Halishahar Housing Estate, Block H",3.0,3.0,2,vacant,2200.0,chattogram,"৳12,100,000","26 No. North Halishahar Ward, Halishahar"
2017,"Make This Your New Home Which Is Up For Sale In Dewan Bazar, Covering 1206 Sq Ft Space",3.0,3.0,1,vacant,1206.0,chattogram,"৳5,427,000","Dewan Bazar, Bakalia"
2018,Properly Designed This 1900 Sq Ft Apartment Is Now Up For Sale In Muradpur,3.0,4.0,5,vacant,1900.0,chattogram,"৳14,100,000","Nasirabad Housing Society, Muradpur"
2022,"In Cosmopolitan R/A , 1120 Square Feet Medium Size Apartment Is Available For Sale",2.0,2.0,5,vacant,1120.0,chattogram,"৳6,720,000","Cosmopolitan R/A, 7 No. West Sholoshohor Ward"
2023,In The Beautiful Neighborhood In Chandgaon Near By Chandgaon C.D.A Abashik Elaka Jame Moshjid A 1700 Sq.Ft Flat Is Up For Sale,3.0,3.0,4,vacant,1700.0,chattogram,"৳8,160,000","Chandgaon Residential Area, 4 No Chandgaon Ward"
2024,This Nice Flat Is Now Up For Sale In South Agrabad Near South Point Hospital,3.0,3.0,2,vacant,1075.0,chattogram,"৳5,052,500","South Agrabad, Double Mooring"
2025,1050 Sq Ft Ready Flat For Sale At Bayazid,2.0,2.0,6,vacant,1050.0,chattogram,"৳4,000,000","Chadra Nagar, Bayazid"
2027,Buy This 864 Sq Ft Apartment In 17 No West Bakalia Ward,2.0,2.0,6,vacant,864.0,chattogram,"৳4,800,000","17 No West Bakalia Ward, Bakalia"
2028,Nice 1440 Sq Ft Flat Is Available For Sale In West Khulshi,3.0,3.0,8,vacant,1440.0,chattogram,"৳8,200,000","West Khulshi, 9 No. North Pahartali Ward"
2029,"1800 Sq Ft Flat For Sale In A Great Locality Of Panchlaish, Sugandha Residential Area",3.0,3.0,6,vacant,1800.0,chattogram,"৳15,824,000","Sugandha Residential Area, Panchlaish"
2030,"Built With Modern Amenities, Check This Flat for Sale Which Is 1860 Sq Ft in Muradpur",3.0,4.0,5,vacant,1860.0,chattogram,"৳13,820,000","Nasirabad Housing Society, Muradpur"
2031,New With A View – 1841 Sq Ft Flat For Sale In South Khulsi,4.0,4.0,2,vacant,1841.0,chattogram,"৳16,000,000","South Khulshi, Khulshi"
2032,Pursue This 1300 Square Feet Flat To Buy In Bayazid,3.0,3.0,6,vacant,1300.0,chattogram,"৳6,200,000","Ali Nagar, Bayazid"
2035,Offering you 1650 SQ FT flat for sale in 9 No. North Pahartali Ward,4.0,3.0,9,vacant,1650.0,chattogram,"৳8,200,000","West Khulshi R/A, 9 No. North Pahartali Ward"
2036,Buy This 980 Sq Ft Apartment With 2 Bedrooms In 24 No. North Agrabad Ward,2.0,2.0,5,vacant,980.0,chattogram,"৳4,200,000","24 No. North Agrabad Ward, Double Mooring"
2037,1305 Sq Ft Modern Apartment For Sale At South Khulshi,3.0,3.0,5,vacant,1305.0,chattogram,"৳11,000,000","South Khulshi, Khulshi"
2038,Great News! This 1200 Sq Ft Flat For Sale In 37 No. North-Middle Halishahar Ward Which Can Be Your Next Destination,3.0,3.0,4,vacant,1200.0,chattogram,"৳4,500,000","37 No. North-Middle Halishahar Ward, Halishahar"
2039,Visit This 1592 Square Feet Residential Apartment At 16 No. Chawk Bazaar Ward For Sale,3.0,4.0,5,vacant,1592.0,chattogram,"৳8,560,000","Munshi Pukur Par, 16 No. Chawk Bazaar Ward"
2040,See This 1300 Sq Ft Ready Comfortable Flat For Sale At Bayazid Near To Rahman Nagar Jaame Masjid,3.0,3.0,6,vacant,1300.0,chattogram,"৳7,500,000","Nasirabad, Bayazid"
2041,A Nice And Comfortable 1262 Sq Ft Flat Is Up For Sale In Dewan Bazar,3.0,3.0,5,vacant,1262.0,chattogram,"৳5,679,000","Dewan Bazar, Bakalia"
2042,View This 1186 Sq Ft Ready Apartment For Sale In Bakalia,3.0,3.0,8,vacant,1186.0,chattogram,"৳5,337,000","Dewan Bazar, Bakalia"
2051,"Choose Your Destination, 1150 Sq Ft Apartment Which Is Available To Sale In Double Mooring",3.0,2.0,2,vacant,1150.0,chattogram,"৳6,200,000","24 No. North Agrabad Ward, Double Mooring"
2052,Take This Attractive Flat Which Is Up For Sale In Dewan Bazar Featuring 1186 Sq Ft,3.0,3.0,1,vacant,1186.0,chattogram,"৳5,337,000","Dewan Bazar, Bakalia"
2053,"Take A Look At This 854 Sq Ft Apartment Up For Sale In Bakalia Residential Area, Bakalia",2.0,2.0,6,vacant,854.0,chattogram,"৳4,800,000","17 No West Bakalia Ward, Bakalia"
2054,Settle Down In This 1450 Sq Ft Apartment Up For Sale At Khulshi,3.0,3.0,6,vacant,1450.0,chattogram,"৳8,500,000","Yakub Future Park Housing, Khulshi"
2055,Check This Nice 1340 Sq Ft Flat For Sale At West Khulshi,3.0,3.0,8,vacant,1340.0,chattogram,"৳6,800,000","West Khulshi, 9 No. North Pahartali Ward"
2058,Amazing 1400 Sq Ft Apartment Is Up For Sale And All Set For You To Settle In Bakalia,3.0,3.0,6,vacant,1400.0,chattogram,"৳7,700,000","Dewan Bazar, Bakalia"
2060,"Look At This Nice 950 Sq Ft Flat Is Up For Sale At Chadra Nagar, Bayazid",2.0,2.0,1,vacant,950.0,chattogram,"৳5,000,000","Chadra Nagar, Bayazid"
2061,Check This Apartment Up For Sale At South Agrabad Near CDA Central Mosque.,3.0,3.0,4,vacant,1700.0,chattogram,"৳8,500,000","South Agrabad, Double Mooring"
2062,1265 Sq. Ft Flat For Sale At Shamoly R/a Near Jamia Ahmadia Sunnia Alia Madrasah,3.0,3.0,3,vacant,1265.0,chattogram,"৳5,500,000","24 No. North Agrabad Ward, Double Mooring"
2063,"Grab This Flat Of 1500 Sq Ft Which Is Up For Sale In Dewan Bazar, Bakalia Before It&#039;s Sold Out",3.0,3.0,3,vacant,1500.0,chattogram,"৳8,250,000","Dewan Bazar, Bakalia"
2064,1850 Sq Ft Apartment Is Ready To Sale In Muradpur,3.0,4.0,7,vacant,1850.0,chattogram,"৳10,000,000","Nasirabad Housing Society, Muradpur"
2065,A Convenient 1253 Sq Ft Residential Flat Is Prepared To Be Sold At Dewan Bazar,3.0,3.0,7,vacant,1253.0,chattogram,"৳5,638,500","Dewan Bazar, Bakalia"
2068,1300 Sq Ft Flat With 3 Bedrooms For Sale At South Khulshi,3.0,3.0,6,vacant,1300.0,chattogram,"৳9,700,000","South Khulshi, Khulshi"
2070,1320 Sq Ft Flat With 3 Bedrooms For Sale In 7 No. West Sholoshohor Ward,3.0,3.0,3,vacant,1320.0,chattogram,"৳7,000,000","CDA Avenue, 7 No. West Sholoshohor Ward"
2071,For Sale Purpose 1100 Sq Ft Commendable Designed Apartment Is Available In 19 No. South Bakalia Ward,3.0,3.0,5,vacant,1100.0,chattogram,"৳5,500,000","19 No. South Bakalia Ward, Bakalia"
2072,This 1612 Sq Ft Apartment Is Ready For Sale In Jamal Khan,3.0,3.0,3,vacant,1612.0,chattogram,"৳12,000,000","Rahmatganj, Jamal Khan"
2073,965 Sq Ft Apartment Is Up For Sale In 33 No. Firingee Bazaar Ward,3.0,3.0,7,vacant,965.0,chattogram,"৳5,200,000","Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward"
2074,2200 Sq Ft Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3.0,3.0,7,vacant,2200.0,chattogram,"৳12,100,000","26 No. North Halishahar Ward, Halishahar"
2076,"Lovely Flat Of 1250 Sq Ft Is Available For Sale In Halishahar, Near Halishahar Police Station",3.0,3.0,6,vacant,1250.0,chattogram,"৳7,500,000","26 No. North Halishahar Ward, Halishahar"
2077,1400 Sq Ft Flat Is Up For Sale At 7 No. West Sholoshohor Ward,3.0,3.0,1,vacant,1400.0,chattogram,"৳8,500,000","Mohammad Pur Road, 7 No. West Sholoshohor Ward"
2078,"Buy This Nice 1200 Sq Ft Apartment In Halishahar, To Fulfill Your Wish",3.0,3.0,4,vacant,1200.0,chattogram,"৳4,500,000","37 No. North-Middle Halishahar Ward, Halishahar"
2079,"A Comfy 2100 Sq Ft Flat For A Family Is Here For Sale In Rose Valley R/a, Right Close To Ktc",3.0,4.0,3,vacant,2100.0,chattogram,"৳16,000,000","Rose Valley Residential Area, 9 No. North Pahartali Ward"
2083,A Very Well-fitted Apartment Is Here Sited At Foys Lake Featuring 1600 Sq Ft Space For Sale.,3.0,3.0,6,vacant,1600.0,chattogram,"৳7,000,000","Foys Lake, 9 No. North Pahartali Ward"
2084,"This 1240 Square Feet Apartment Is Ready For Sale At Lake View Society, 9 No. North Pahartali Ward",3.0,3.0,6,vacant,1240.0,chattogram,"৳5,000,000","Foys Lake, 9 No. North Pahartali Ward"
2086,"A Nicely Planned 1050 Sq Ft Flat Is Up For Sale In Ashkar Dighir Par, Jamal Khan",3.0,3.0,4,vacant,1050.0,chattogram,"৳7,000,000","Ashkar Dighir Par, Jamal Khan"
2087,Close To East Madarbari City Corporation Girls High School A 1270 Square Feet Residential Apartment For Sale.,3.0,3.0,3,vacant,1270.0,chattogram,"৳6,604,000","Majhirghat Road, 30 No. East Madarbari Ward"
2088,"Apartment Of 1350 Sq Ft For Sale In Bangla Bazar, Bayazid",3.0,3.0,1,vacant,1350.0,chattogram,"৳6,000,000","Bangla Bazar, Bayazid"
2089,A Convenient 2252 Sq Ft Residential Flat Is Prepared To Be Sold At 31 No. Alkoron Ward,4.0,4.0,1,vacant,2252.0,chattogram,"৳11,260,000","Alkaran Road, 31 No. Alkoron Ward"
2090,Completely Suitable And Ready Flat Of 1350 Sq Ft Is Up For Sale In New Monsurabad,3.0,3.0,1,vacant,1350.0,chattogram,"৳6,831,000",10 No. North Kattali Ward
2096,"1300 Sq Ft Apartment For Sale In Chandra Nagar, Near Abu Darda Jamgee Masjid",3.0,2.0,1,vacant,1300.0,chattogram,"৳5,800,000","Chadra Nagar, Bayazid"
2097,Visit This Apartment For Sale In Hamjarbag Near Gausia Huq Bhandari Khankah Sharif.,3.0,3.0,7,vacant,1300.0,chattogram,"৳8,200,000","Hamjarbag, 7 No. West Sholoshohor Ward"
2098,A Proper 1600 Sq Ft Residence Is Prepared To Be Sold At Khulshi,3.0,3.0,2,vacant,1600.0,chattogram,"৳10,000,000","South Khulshi, Khulshi"
2099,Visit This 1240 Sq Ft Brand New Apartment For Sale In 4 No Chandgaon Ward,3.0,3.0,2,vacant,1240.0,chattogram,"৳7,000,000","Chand Mia Road, 4 No Chandgaon Ward"
2101,"A Flat Can Be Found In Nasirabad For Sale , Near Asian University For Women",4.0,4.0,1,vacant,2600.0,chattogram,"৳18,500,000","Nasirabad, 15 No. Bagmoniram Ward"
2103,850 Sq Ft Ready Comfortable Flat For Sale At Bayazid Close To Bangla Bazar Boro Pahar Jame Mosjid,3.0,2.0,1,vacant,850.0,chattogram,"৳3,900,000","Bangla Bazar, Bayazid"
2104,Well-developed 1455 Sq Ft Residence Up For Sale In Jamal Khan,3.0,3.0,1,vacant,1455.0,chattogram,"৳12,500,000","Shahid Saifuddin Khaled Road, Jamal Khan"
2105,1460 Square Feet Flat For Sale Is Positioned In A Desirable Place Like Chandgaon Residential Area,3.0,3.0,5,vacant,1460.0,chattogram,"৳8,100,000","Chandgaon Residential Area, 4 No Chandgaon Ward"
2106,"Pursue This 1756 Sq Ft Ready Flat Up For Sale At Bayazid, Polytechnic",3.0,4.0,4,vacant,1756.0,chattogram,"৳9,000,000","Polytechnic, Bayazid"
2107,Visit This Apartment For Sale In Patharghata Near St. Placid&#039;s School and College.,3.0,3.0,7,vacant,1580.0,chattogram,"৳7,200,000","Patharghata, Kotwali"
2109,"Situated In Sholokbahar, A 1744 Sq Ft Apartment Is Up For Sale",3.0,3.0,6,vacant,1744.0,chattogram,"৳8,700,000","Badurtala, Sholokbahar"
2110,A Moderate 966 Sq Ft Flat Is Available For Sale At Mousumi Residential Area,2.0,2.0,5,vacant,966.0,chattogram,"৳3,800,000","12 No. Sarai Para Ward, Double Mooring"
2112,"Find Your Desired Home At This 1750 Sq Ft Well Featured Flat For Sale At 25 No. Rampur Ward, Double Mooring",3.0,3.0,5,vacant,1750.0,chattogram,"৳9,500,000","25 No. Rampur Ward, Double Mooring"
2113,Lovely Apartment Of 1459 Sq Ft Is Up For Sale In 24 No. North Agrabad Ward,3.0,3.0,5,vacant,1459.0,chattogram,"৳8,462,200","24 No. North Agrabad Ward, Double Mooring"
2114,Buy This 1415 Sq Ft Apartment In Double Mooring,3.0,3.0,2,vacant,1415.0,chattogram,"৳5,820,000","12 No. Sarai Para Ward, Double Mooring"
2115,This 854 Sq Ft Apartment Is Designed For Your Modern Residential Experience In 17 No West Bakalia Ward,2.0,2.0,3,vacant,854.0,chattogram,"৳4,500,000","17 No West Bakalia Ward, Bakalia"
2116,An Amazing Flat Is Ready For Sale At Nasirabad Near O R Nizam Road Residential Area,3.0,3.0,4,vacant,1520.0,chattogram,"৳16,000,000","Nasirabad, 15 No. Bagmoniram Ward"
2117,A Comfy Life Is Awaiting You In This 1575 Sq Ft Apartment Ready For Sale At Katalganj R/a,3.0,3.0,5,vacant,1575.0,chattogram,"৳14,014,000","Katalganj Residential Area, 16 No. Chawk Bazaar Ward"
2118,All Set For Selling Purpose This 1485 Sq Ft Flat In A Peaceful Location Of 22 No. Enayet Bazaar Ward.,3.0,4.0,2,vacant,1485.0,chattogram,"৳12,000,000","Jubilee Road, 22 No. Enayet Bazaar Ward"
2119,Buy This Great 1430 Sq Ft Apartment In 17 No West Bakalia Ward,3.0,3.0,1,vacant,1430.0,chattogram,"৳6,600,000","17 No West Bakalia Ward, Bakalia"
2120,"Take A Quick Look At This 1485 Sq Ft Flat For Sale In Proshanti R/A, 10 No. North Kattali Ward .",3.0,3.0,2,vacant,1485.0,chattogram,"৳8,000,000","Proshanti R/A, 10 No. North Kattali Ward"
2121,A 1664 Sq Ft Ready Flat Is Here For Sale At 15 No. Bagmoniram Ward,3.0,3.0,7,vacant,1664.0,chattogram,"৳9,200,000","Masjid Lane, 15 No. Bagmoniram Ward"
2122,"Checkout This 1800 Square Feet Flat Up For Sale At Nasirabad, Rahman Nagar",3.0,4.0,6,vacant,1800.0,chattogram,"৳12,500,000","Nasirabad, Bayazid"
2124,Apartment For Sale In Chasma Hill R/a Nearby Jamuna Bank Limited,3.0,3.0,5,vacant,1500.0,chattogram,"৳6,000,000","Chasma Hill R/A, 7 No. West Sholoshohor Ward"
2125,Beautifully Decorated Flat Covering An Area Of 1570 Sq Ft Is Available For Sale In East Bakalia Ward,3.0,3.0,6,vacant,1570.0,chattogram,"৳6,280,000","18 No. East Bakalia Ward, Bakalia"
2126,A Strongly Structured Apartment Of 1570 Sq Ft Is Available For Sale In Kalamia Bazar,3.0,3.0,4,vacant,1570.0,chattogram,"৳6,280,000","18 No. East Bakalia Ward, Bakalia"
2127,"1335 Square Feet Apartment Ready For Sales At Kalamia Bazar ,Bakalia .",3.0,3.0,5,vacant,1335.0,chattogram,"৳5,340,000","18 No. East Bakalia Ward, Bakalia"
2128,A well-constructed 1325 SQ FT flat is for sale in 18 No. East Bakalia Ward,3.0,3.0,4,vacant,1325.0,chattogram,"৳5,900,000","18 No. East Bakalia Ward, Bakalia"
2131,Apartment for sale in Bakalia close to Bakalia High School,3.0,3.0,3,vacant,1471.0,chattogram,"৳6,100,000","17 No West Bakalia Ward, Bakalia"
2133,Modern 1692 SFT ready apartment for sale in Panchlaish,3.0,3.0,9,vacant,1692.0,chattogram,"৳16,000,000",Panchlaish
2134,A 1400 Sq Ft Ready Flat Is Vacant For Sale At 15 No. Bagmoniram Ward,3.0,3.0,6,vacant,1400.0,chattogram,"৳11,200,000",15 No. Bagmoniram Ward
2135,Ideal Flat of 1462 SFT In 10 No. North Kattali Available For sale,3.0,3.0,7,vacant,1462.0,chattogram,"৳9,500,000","CDA R/A, 10 No. North Kattali Ward"
2136,At Saha Waliullah R/A 1320 Square Feet Flat Up For Sale.,3.0,3.0,1,vacant,1320.0,chattogram,"৳5,940,000","Bahaddarhat, 4 No Chandgaon Ward"
2137,Check This 1320 Sq.Ft Apartment Up For Sale At Bahaddarhat Very Near To Bahaddarhat BWDB office.,3.0,3.0,4,vacant,1320.0,chattogram,"৳5,940,000","Bahaddarhat, 4 No Chandgaon Ward"
